ayr_scd1,typ_scd1,then_scd1,latest_scd1,ssch_scd1,pub_scd1,ctycd_scd1,cty_scd1,zipcd_scd1,dist_scd1,adr_scd1,nt_scd1,ayr_nt_scd1,tscs_lv7_scd1
110,大專附設進修學校,140401,140401,國立臺東專科學校附設高級農工職業進修學校,公立,14,臺東縣,950,臺東市,臺東縣臺東市正氣北路889號,「國立臺東專科學校」之學校代碼為「140222」,,5
110,高級中等學校,140404,140404,國立關山工商,公立,14,臺東縣,956,關山鎮,臺東縣關山鎮民權路58號,,,6
110,高級中等學校,140405,140405,國立臺東高商,公立,14,臺東縣,950,臺東市,臺東縣臺東市正氣路440號,,,5
110,高級中等學校,140408,140408,國立成功商水,公立,14,臺東縣,961,成功鎮,臺東縣成功鎮太平路52號,,,6
110,高級中等學校,141301,141301,臺東縣均一高中,私立,14,臺東縣,950,臺東市,臺東縣臺東市中興路二段366巷36號,,,5
110,高級中等學校,141307,141307,私立育仁高中,私立,14,臺東縣,950,臺東市,臺東縣臺東市中興路四段485號,,,5
110,高級中等學校,141406,141406,私立公東高工,私立,14,臺東縣,950,臺東市,臺東縣臺東市中興路一段560號,,,5
110,高級中等學校,144322,144322,縣立蘭嶼高中,公立,14,臺東縣,952,蘭嶼鄉,臺東縣蘭嶼鄉椰油村37號,,,7
110,高級中等學校,150302,150302,國立花蓮女中,公立,15,花蓮縣,970,花蓮市,花蓮縣花蓮市菁華街2號,,,4
110,高級中等學校,150303,150303,國立花蓮高中,公立,15,花蓮縣,970,花蓮市,花蓮縣花蓮市民權路42號,,,4
110,高級中等學校,150309,150309,國立玉里高中,公立,15,花蓮縣,981,玉里鎮,花蓮縣玉里鎮中華路424號,,,6
110,高級中等學校,150401,150401,國立花蓮高農,公立,15,花蓮縣,970,花蓮市,花蓮縣花蓮市建國路161號,,,4
110,高級中等學校,150404,150404,國立花蓮高工,公立,15,花蓮縣,970,花蓮市,花蓮縣花蓮市府前路27號,,,4
110,高級中等學校,150405,150405,國立花蓮高商,公立,15,花蓮縣,970,花蓮市,花蓮縣花蓮市中山路418號,,,4
110,高級中等學校,150411,150411,國立光復商工,公立,15,花蓮縣,976,光復鄉,花蓮縣光復鄉林森路100號,,,6
110,高級中等學校,151306,151306,私立海星高中,私立,15,花蓮縣,971,新城鄉,花蓮縣新城鄉嘉新村嘉新路36號,,,7
110,高級中等學校,151307,151307,私立四維高中,私立,15,花蓮縣,970,花蓮市,花蓮縣花蓮市中山路一段200號,,,4
110,高級中等學校,151312,151312,財團法人慈濟大學附中,私立,15,花蓮縣,970,花蓮市,花蓮縣花蓮市介仁街178號,,,4
110,高級中等學校,151410,151410,花蓮縣上騰工商,私立,15,花蓮縣,973,吉安鄉,花蓮縣吉安鄉吉安村吉興四街101號,103.1.17「花蓮縣私立中華高級工商職業學校」改名「花蓮縣上騰高級工商職業學校」。,,4
110,高級中等學校,154301,154301,花蓮縣立體育高中,公立,15,花蓮縣,970,花蓮市,花蓮縣花蓮市達固湖灣大路21號,依教育部臺教授國字第1050037384號函，變更校名，刪除「實驗」二字，自105年8月1日生效,,4
110,高級中等學校,154399,154399,縣立南平中學,公立,15,花蓮縣,975,鳳林鎮,花蓮縣鳳林鎮八德路62號,99學年度新增之中途學校,,6
110,高級中等學校,160302,160302,國立馬公高中,公立,16,澎湖縣,880,馬公市,澎湖縣馬公市中華路369號,,,7
110,高級中等學校,160401,160401,國立澎湖海事水產,公立,16,澎湖縣,880,馬公市,澎湖縣馬公市中興里民族路63號,,,7
110,高級中等學校,170301,170301,國立基隆女中,公立,17,基隆市,201,信義區,基隆市信義區東信路324號,,,4
110,高級中等學校,170302,170302,國立基隆高中,公立,17,基隆市,205,暖暖區,基隆市暖暖區源遠路20號,,,4
110,高級中等學校,170403,170403,國立海洋大學附屬基隆海事,公立,17,基隆市,202,中正區,基隆市中正區祥豐街246號,依教育部109年3月18日臺教授國部字第1090028774A號函，核定「國立基隆高級海事職業學校」改隸為「國立臺灣海洋大學附屬基隆海事高級中等學校」。,,4
110,高級中等學校,170404,170404,國立基隆商工,公立,17,基隆市,206,七堵區,基隆市七堵區東新街22號,,,4
110,高級中等學校,171306,171306,私立二信高中,私立,17,基隆市,202,中正區,基隆市中正區立德路243號,,,4
110,高級中等學校,171308,171308,輔大聖心高中,私立,17,基隆市,203,中山區,基隆市中山區西定路166號,依教育部臺教國署高字第1020085400號函，「基隆私立聖心高級中學」變更校名為「輔仁大學學校財團法人基隆市輔大聖心高級中學」,,4
110,高級中等學校,171405,171405,私立光隆家商,私立,17,基隆市,201,信義區,基隆市信義區信二路264號,,,4
110,高級中等學校,171407,171407,私立培德工家,私立,17,基隆市,201,信義區,基隆市信義區培德路73號,,,4
110,高級中等學校,173304,173304,市立中山高中,公立,17,基隆市,203,中山區,基隆市中山區文化路162號,,,4
110,高級中等學校,173306,173306,市立安樂高中,公立,17,基隆市,204,安樂區,基隆市安樂區安一路360號,,,4
110,高級中等學校,173307,173307,市立暖暖高中,公立,17,基隆市,205,暖暖區,基隆市暖暖區暖中路112號,,,4
110,高級中等學校,173314,173314,市立八斗高中,公立,17,基隆市,202,中正區,基隆市中正區新豐街100號,101學年度市立八斗國中(173514)改制為市立八斗高中,,4
110,高級中等學校,180301,180301,國立竹科實驗高級中等學校,公立,18,新竹市,300,東區,新竹市東區介壽路300號,依科技部109年12月9日部授竹企字第1090035260號函及教育部109年11月20日臺教授國字第1090140581號函，核定「國立科學工業園區實驗高級中學」自110年1月1日起更名為「國立新竹科學園區實驗高級中等學校」。,,2
110,高級中等學校,180302,180302,國立新竹女中,公立,18,新竹市,300,東區,新竹市東區中華路二段270號,,,2
110,高級中等學校,180309,180309,國立新竹高中,公立,18,新竹市,300,東區,新竹市東區學府路36號,,,2
110,高級中等學校,180403,180403,國立新竹高商,公立,18,新竹市,300,東區,新竹市東區學府路128號,,,2
110,高級中等學校,180404,180404,國立新竹高工,公立,18,新竹市,300,東區,新竹市東區中華路二段2號,,,2
110,高級中等學校,181305,181305,私立光復高中,私立,18,新竹市,300,東區,新竹市東區光復路二段153號,,,2
110,高級中等學校,181306,181306,私立曙光女中,私立,18,新竹市,300,東區,新竹市東區北大路61號,,,2
110,高級中等學校,181307,181307,私立磐石高中,私立,18,新竹市,300,北區,新竹市北區西大路683號,,,2
110,高級中等學校,181308,181308,私立世界高中,私立,18,新竹市,300,東區,新竹市東區光復路一段257號,,,2
110,高級中等學校,183306,183306,市立成德高中,公立,18,新竹市,300,北區,新竹市北區崧嶺路128巷38號,,,2
110,高級中等學校,183307,183307,市立香山高中,公立,18,新竹市,300,香山區,新竹市香山區元培街124號,,,3
110,高級中等學校,183313,183313,市立建功高中,公立,18,新竹市,300,東區,新竹市東區建功二路17號,,,2
110,高級中等學校,190406,190406,國立興大附農,公立,19,臺中市,401,東區,臺中市東區台中路283號,原國立臺中高級農業學校，自103年2月1日起改隸為國立中興大學附屬臺中高級農業職業學校,,4
110,高級中等學校,191301,191301,私立東大附中,私立,19,臺中市,407,西屯區,臺中市西屯區臺灣大道四段1727號,,,2
110,高級中等學校,191302,191302,私立葳格高中,私立,19,臺中市,406,北屯區,臺中市北屯區軍福十八路328號,101學年度私立葳格國中小（191502、191603）改制為私立葳格高中,,2
110,高級中等學校,191305,191305,私立新民高中,私立,19,臺中市,404,北區,臺中市北區健行路111號,,,1
110,高級中等學校,191308,191308,私立宜寧高中,私立,19,臺中市,407,西屯區,臺中市西屯區東大路一段555號,106學年度更改校址至臺中市西屯區東大路一段555號,,2
110,高級中等學校,191309,191309,私立明德高中,私立,19,臺中市,402,南區,臺中市南區明德街84號,,,2
110,高級中等學校,191311,191311,私立衛道高中,私立,19,臺中市,406,北屯區,臺中市北屯區四平路161號,,,2
110,高級中等學校,191313,191313,私立曉明女中,私立,19,臺中市,404,北區,臺中市北區中清路一段606號,,,1
110,高級中等學校,191314,191314,私立嶺東高中,私立,19,臺中市,408,南屯區,臺中市南屯區春社里嶺東路2號,,,2
110,高級中等學校,191315,191315,私立磊川華德福實驗教育學校,私立,19,臺中市,406,北屯區,臺中市北屯區松竹五路233號及366號,,,2
110,高級中等學校,191412,191412,財團法人光華高工,私立,19,臺中市,411,太平區,臺中市太平區東平路18號,,,3
110,高級中等學校,193301,193301,市立臺中女中,公立,19,臺中市,403,西區,臺中市西區自由路一段95號,1.依105年9月10日教育部臺教授國字第1050094126號函，核定改隸，自106年1月1日生效。2.依105年12月1日臺中市政府府授教高字第1050263243號函，核定改隸後校名，自106年1月12日生效。,,1
110,高級中等學校,193302,193302,市立臺中一中,公立,19,臺中市,404,北區,臺中市北區育才街2號,1.依105年9月10日教育部臺教授國字第1050094126號函，核定改隸，自106年1月1日生效。2.依105年12月1日臺中市政府府授教高字第1050263243號函，核定改隸後校名，自106年1月12日生效。,,1
110,高級中等學校,193303,193303,市立忠明高中,公立,19,臺中市,403,西區,臺中市西區博館路166號,,,1
110,高級中等學校,193313,193313,市立西苑高中,公立,19,臺中市,407,西屯區,臺中市西屯區西苑路268號,,,2
110,高級中等學校,193315,193315,市立東山高中,公立,19,臺中市,406,北屯區,臺中市北屯區景賢六路200號,,,2
110,高級中等學校,193316,193316,市立惠文高中,公立,19,臺中市,408,南屯區,臺中市南屯區公益路二段298號,,,2
110,高級中等學校,193404,193404,市立臺中家商,公立,19,臺中市,401,東區,臺中市東區和平街50號,1.依105年9月10日教育部臺教授國字第1050094126號函，核定改隸，自106年1月1日生效。2.依105年12月1日臺中市政府府授教高字第1050263243號函，核定改隸後校名，自106年1月12日生效。,,4
110,高級中等學校,193407,193407,市立臺中高工,公立,19,臺中市,402,南區,臺中市南區高工路191號,1.依105年9月10日教育部臺教授國字第1050094126號函，核定改隸，自106年1月1日生效。2.依105年12月1日臺中市政府府授教高字第1050263243號函，核定改隸後校名，自106年1月12日生效。,,2
110,高級中等學校,194303,194303,市立臺中二中,公立,19,臺中市,404,北區,臺中市北區英士路109號,1.依105年9月10日教育部臺教授國字第1050094126號函，核定改隸，自106年1月1日生效。2.依105年12月1日臺中市政府府授教高字第1050263243號函，核定改隸後校名，自106年1月12日生效。,,1
110,高級中等學校,194315,194315,市立文華高中,公立,19,臺中市,407,西屯區,臺中市西屯區寧夏路240號,1.依105年9月10日教育部臺教授國字第1050094126號函，核定改隸，自106年1月1日生效。2.依105年12月1日臺中市政府府授教高字第1050263243號函，核定改隸後校名，自106年1月12日生效。,,2
110,高級中等學校,200302,200302,國立嘉義女中,公立,20,嘉義市,600,西區,嘉義市西區垂楊路243號,,,4
110,高級中等學校,200303,200303,國立嘉義高中,公立,20,嘉義市,600,東區,嘉義市東區大雅路二段738號,,,4
110,高級中等學校,200401,200401,國立華南高商,公立,20,嘉義市,600,東區,嘉義市東區光彩街69號,,,4
110,高級中等學校,200405,200405,國立嘉義高工,公立,20,嘉義市,600,東區,嘉義市東區彌陀路174號,,,4
110,高級中等學校,200406,200406,國立嘉義高商,公立,20,嘉義市,600,東區,嘉義市東區中山路7號,,,4
110,高級中等學校,200407,200407,國立嘉義家職,公立,20,嘉義市,600,東區,嘉義市東區市宅街57號,,,4
110,高級中等學校,201304,201304,私立興華高中,私立,20,嘉義市,600,東區,嘉義市東區林森東路239號,,,4
110,高級中等學校,201309,201309,私立仁義高中,私立,20,嘉義市,600,東區,嘉義市東區鹿寮里紅毛埤125之1號,,,4
110,高級中等學校,201310,201310,私立嘉華高中,私立,20,嘉義市,600,東區,嘉義市東區民權東路45號,,,4
110,高級中等學校,201312,201312,私立輔仁高中,私立,20,嘉義市,600,東區,嘉義市東區吳鳳南路270號,,,4
110,高級中等學校,201313,201313,私立宏仁女中,私立,20,嘉義市,600,東區,嘉義市東區忠孝路667號,,,4
110,高級中等學校,201314,201314,私立立仁高中,私立,20,嘉義市,600,東區,嘉義市東區立仁路235號,,,4
110,高級中等學校,201408,201408,私立東吳工家,私立,20,嘉義市,600,東區,嘉義市東區宣信街252號,,,4
110,高級中等學校,210303,210303,國立臺南二中,公立,21,臺南市,704,北區,臺南市北區北門路二段125號,,,2
110,高級中等學校,210305,210305,國立臺南一中,公立,21,臺南市,701,東區,臺南市東區民族路一段1號,,,1
110,高級中等學校,210306,210306,國立臺南女中,公立,21,臺南市,700,中西區,臺南市中西區大埔街97號,,,1
110,高級中等學校,210309,210309,國立家齊高中,公立,21,臺南市,700,中西區,臺南市中西區健康路一段342號,依教育部臺教授國字第1050021828號函，變更校名，自105年8月1日生效,,1
110,高級中等學校,210408,210408,國立臺南高商,公立,21,臺南市,702,南區,臺南市南區健康路一段327號,,,4
110,高級中等學校,210416,210416,國立臺南海事,公立,21,臺南市,708,安平區,臺南市安平區世平路1號,,,3
110,大專附設進修學校,210C01,210C01,國立成功大學附設高工進修學校,公立,21,臺南市,701,東區,臺南市東區大學路1號,,,1
110,高級中等學校,211301,211301,私立長榮高中,私立,21,臺南市,701,東區,臺南市東區林森路二段79號,,,1
110,高級中等學校,211302,211302,私立長榮女中,私立,21,臺南市,701,東區,臺南市東區長榮路二段135號,,,1
110,高級中等學校,211304,211304,財團法人聖功女中,私立,21,臺南市,704,北區,臺南市北區北園街87巷64號,,,2
110,高級中等學校,211310,211310,臺南市光華高中,私立,21,臺南市,701,東區,臺南市東區勝利路41號,,,1
110,高級中等學校,211314,211314,私立六信高中,私立,21,臺南市,702,南區,臺南市南區新都路20號,,,4
110,高級中等學校,211315,211315,私立瀛海高中,私立,21,臺南市,709,安南區,臺南市安南區長溪路一段76號,,,3
110,高級中等學校,211317,211317,臺南市崑山高中,私立,21,臺南市,704,北區,臺南市北區開元路444號,依教育部109年11月16日臺教授國字第1090134014號函同意由「臺南市私立崑山高級中學」更名為「崑山國際學校財團法人臺南市崑山高級中等學校」。,,2
110,高級中等學校,211318,211318,私立德光高中,私立,21,臺南市,701,東區,臺南市東區德光街106號,,,1
110,高級中等學校,211320,211320,財團法人慈濟高中,私立,21,臺南市,708,安平區,臺南市安平區建平五街111號,,,3
110,高級中等學校,211407,211407,私立南英商工,私立,21,臺南市,700,中西區,臺南市中西區永福路一段149號,,,1
110,高級中等學校,211412,211412,私立亞洲餐旅,私立,21,臺南市,702,南區,臺南市南區大成路一段5號,,,4
110,高級中等學校,211419,211419,私立慈幼工商,私立,21,臺南市,701,東區,臺南市東區裕農路801號,,,1
110,高級中等學校,213303,213303,市立南寧高中,公立,21,臺南市,702,南區,臺南市南區萬年路167號,,,4
110,高級中等學校,213316,213316,市立土城高中,公立,21,臺南市,709,安南區,臺南市安南區安中路五段265號,,,3
110,高級中等學校,311401,311401,臺北市普林思頓高中,私立,31,臺北市,105,松山區,臺北市松山區美仁里寧安街12號,依臺北市政府教育局109年6月24日北市教中字第10930445082號函同意自109年6月15日起由「臺北市私立育達高級商業家事職業學校」更名為「育達學校財團法人臺北市私立普林思頓高級中等學校」。,,1
110,高級中等學校,313301,313301,市立西松高中,公立,31,臺北市,105,松山區,臺北市松山區鵬程里健康路325巷7號,,,1
110,高級中等學校,313302,313302,市立中崙高中,公立,31,臺北市,105,松山區,臺北市松山區八德路四段101號,,,1
110,高級中等學校,321399,321399,臺北市私立協和祐德高級中學,私立,32,臺北市,110,信義區,臺北市信義區忠孝東路5段790巷27號,原私立協和高級工商職業學校(321402)與私立祐德高級中學(321301)兩校於104年8月1日合併,,1
110,高級中等學校,323301,323301,市立松山高中,公立,32,臺北市,110,信義區,臺北市信義區基隆路一段156號,,,1
110,高級中等學校,323302,323302,市立永春高中,公立,32,臺北市,110,信義區,臺北市信義區松隆里松山路654號,,,1
110,高級中等學校,323401,323401,市立松山家商,公立,32,臺北市,110,信義區,臺北市信義區松山路655號,,,1
110,高級中等學校,323402,323402,市立松山工農,公立,32,臺北市,110,信義區,臺北市信義區忠孝東路5段236巷15號,,,1
110,高級中等學校,330301,330301,國立師大附中,公立,33,臺北市,106,大安區,臺北市大安區和安里信義路3段143號,,,1
110,高級中等學校,331301,331301,私立延平中學,私立,33,臺北市,106,大安區,臺北市大安區和安里建國南路1段275號,,,1
110,高級中等學校,331302,331302,私立金甌女中,私立,33,臺北市,106,大安區,臺北市大安區光明里杭州南路2段1號,,,1
110,高級中等學校,331304,331304,私立復興實驗高中,私立,33,臺北市,106,大安區,臺北市大安區敦化南路1段262 號,,,1
110,高級中等學校,331402,331402,私立東方工商,私立,33,臺北市,106,大安區,臺北市大安區信義路四段186巷8號,,,1
110,高級中等學校,331403,331403,私立喬治工商,私立,33,臺北市,106,大安區,臺北市大安區基隆路2段172號,,,1
110,高級中等學校,331404,331404,私立開平餐飲,私立,33,臺北市,106,大安區,臺北市大安區復興南路2段148巷24號,,,1
110,高級中等學校,333301,333301,市立和平高中,公立,33,臺北市,106,大安區,臺北市大安區芳和里臥龍街100號,,,1
110,高級中等學校,333304,333304,市立芳和實中,公立,33,臺北市,106,大安區,臺北市大安區芳和里臥龍街170號,,,1
110,高級中等學校,333401,333401,市立大安高工,公立,33,臺北市,106,大安區,臺北市大安區龍圖里復興南路2段52號,,,1
110,高級中等學校,341302,341302,私立大同高中,私立,34,臺北市,104,中山區,臺北市中山區聚英里中山北路3段40號,,,2
110,高級中等學校,341402,341402,私立稻江護家,私立,34,臺北市,104,中山區,臺北市中山區新生北路三段55號,,,2
110,高級中等學校,343301,343301,市立中山女中,公立,34,臺北市,104,中山區,臺北市中山區力行里長安東路2段141號,,,2
110,高級中等學校,343302,343302,市立大同高中,公立,34,臺北市,104,中山區,臺北市中山區中央里長春路167號,,,2
110,高級中等學校,343303,343303,市立大直高中,公立,34,臺北市,104,中山區,臺北市中山區劍潭里北安路420號,,,2
110,高級中等學校,351301,351301,私立強恕中學,私立,35,臺北市,100,中正區,臺北市中正區板溪里汀州路二段143號,,,1
110,高級中等學校,351402,351402,臺北市開南高中,私立,35,臺北市,100,中正區,臺北市中正區東門里濟南路1段6號,依臺北市政府教育局109年5月5日北市教中字第10930305622號函同意自109年4月13日起由「臺北市私立開南高級商工職業學校」更名為「開南學校財團法人臺北市開南高級中等學校」。,,1
110,高級中等學校,351B09,351B09,私立南華高中進修學校,私立,35,臺北市,100,中正區,臺北市中正區富水里汀州路3段58號,,,1
110,高級中等學校,353301,353301,市立建國中學,公立,35,臺北市,100,中正區,臺北市中正區龍光里南海路56號,,,1
110,高級中等學校,353302,353302,市立成功中學,公立,35,臺北市,100,中正區,臺北市中正區幸福里濟南路1段71號,,,1
110,高級中等學校,353303,353303,市立北一女中,公立,35,臺北市,100,中正區,臺北市中正區建國里重慶南路1段165號,,,1
110,高級中等學校,361301,361301,臺北市靜修高中,私立,36,臺北市,103,大同區,臺北市大同區雙連里寧夏路59號,,,1
110,高級中等學校,361401,361401,私立稻江高商,私立,36,臺北市,103,大同區,臺北市大同區國昌里民權西路225巷24號,,,1
110,高級中等學校,361B09,361B09,私立志仁中學進修學校,私立,36,臺北市,103,大同區,臺北市大同區建泰里南京西路64巷17號,,,1
110,高級中等學校,363301,363301,市立明倫高中,公立,36,臺北市,103,大同區,臺北市大同區保安里承德路3段336號,,,1
110,高級中等學校,363302,363302,市立成淵高中,公立,36,臺北市,103,大同區,臺北市大同區承德路二段235號,,,1
110,高級中等學校,373301,373301,市立華江高中,公立,37,臺北市,108,萬華區,臺北市萬華區日善里西藏路213號,,,1
110,高級中等學校,373302,373302,市立大理高中,公立,37,臺北市,108,萬華區,臺北市萬華區綠堤里長順街2號,,,1
110,高級中等學校,380301,380301,國立政大附中,公立,38,臺北市,116,文山區,臺北市文山區政大一街353號,,,2
110,高級中等學校,381301,381301,私立東山高中,私立,38,臺北市,116,文山區,臺北市文山區老泉里老泉街26巷3號,,,2
110,高級中等學校,381302,381302,私立滬江高中,私立,38,臺北市,116,文山區,臺北市文山區景美里羅斯福路6段336號,,,2
110,高級中等學校,381303,381303,私立大誠高中,私立,38,臺北市,116,文山區,臺北市文山區萬興里秀明路2段175號,,,2
110,高級中等學校,381304,381304,私立再興中學,私立,38,臺北市,116,文山區,臺北市文山區明義里興隆路4段2號,,,2
110,高級中等學校,381305,381305,私立景文高中,私立,38,臺北市,116,文山區,臺北市文山區木新里保儀路127號,,,2
110,高級中等學校,381306,381306,臺北市靜心高中,私立,38,臺北市,116,文山區,臺北市文山區興隆路二段46號,,,2
110,高級中等學校,383301,383301,市立景美女中,公立,38,臺北市,116,文山區,臺北市文山區樟新里木新路3段312號,,,2
110,高級中等學校,383302,383302,市立萬芳高中,公立,38,臺北市,116,文山區,臺北市文山區興隆路3段115巷1號,,,2
110,高級中等學校,383401,383401,市立木柵高工,公立,38,臺北市,116,文山區,臺北市文山區萬芳里木柵路4段77號,,,2
110,高級中等學校,393301,393301,市立南港高中,公立,39,臺北市,115,南港區,臺北市南港區西新里向陽路21號,,,2
110,高級中等學校,393302,393302,市立育成高中,公立,39,臺北市,115,南港區,臺北市南港區重陽路366號,,,2
110,高級中等學校,393401,393401,市立南港高工,公立,39,臺北市,115,南港區,臺北市南港區南港里興中路29號,,,2
110,大專附設高職部,400419,400419,國立臺灣戲曲學院附設高職部,公立,30,臺北市,114,內湖區,臺北市內湖區內湖路二段177號,「國立臺灣戲曲學院」之學校代碼為「400144」,,2
110,高級中等學校,401301,401301,私立文德女中,私立,40,臺北市,114,內湖區,臺北市內湖區紫陽里成功路3段70號,,,2
110,高級中等學校,401302,401302,私立方濟中學,私立,40,臺北市,114,內湖區,臺北市內湖區紫星里成功路三段61號,,,2
110,高級中等學校,401303,401303,私立達人女中,私立,40,臺北市,114,內湖區,臺北市內湖區湖濱里內湖路2段314號,,,2
110,高級中等學校,403301,403301,市立內湖高中,公立,40,臺北市,114,內湖區,臺北市內湖區紫陽里文德路218號,,,2
110,高級中等學校,403302,403302,市立麗山高中,公立,40,臺北市,114,內湖區,臺北市內湖區環山路二段100號,,,2
110,高級中等學校,403303,403303,市立南湖高中,公立,40,臺北市,114,內湖區,臺北市內湖區康寧路三段220號,,,2
110,高級中等學校,403401,403401,市立內湖高工,公立,40,臺北市,114,內湖區,臺北市內湖區港墘里內湖路1段520號,,,2
110,高級中等學校,411301,411301,私立泰北高中,私立,41,臺北市,111,士林區,臺北市士林區福林里福林路240號,,,2
110,高級中等學校,411302,411302,私立衛理女中,私立,41,臺北市,111,士林區,臺北市士林區翠山里至善路2段321號,,,2
110,高級中等學校,411303,411303,私立華興中學,私立,41,臺北市,111,士林區,臺北市士林區芝山里仰德大道1段101號,,,2
110,高級中等學校,411401,411401,私立華岡藝校,私立,41,臺北市,111,士林區,臺北市士林區建業路73巷8號,,,2
110,高級中等學校,413301,413301,市立陽明高中,公立,41,臺北市,111,士林區,臺北市士林區後港里中正路510號,,,2
110,高級中等學校,413302,413302,市立百齡高中,公立,41,臺北市,111,士林區,臺北市士林區義信里承德路4段177號,,,2
110,高級中等學校,413401,413401,市立士林高商,公立,41,臺北市,111,士林區,臺北市士林區後港里士商路150號,,,2
110,高級中等學校,421301,421301,私立薇閣高中,私立,42,臺北市,112,北投區,臺北市北投區中心里珠海路50號,,,2
110,高級中等學校,421302,421302,臺北市幼華高中,私立,42,臺北市,112,北投區,臺北市北投區北投路二段55號,依臺北市政府教育局108年1月17日北市教中字第1083007794號函，107年12月20日更名「幼華學校財團法人臺北市幼華高級中等學校」,,2
110,高級中等學校,421303,421303,臺北市私立奎山實驗高級中學,私立,42,臺北市,112,北投區,臺北市北投區榮華里明德路200號,原奎山國中(421501)及奎山國小(421602)自104 學年起改制為實驗高級中學(附設小學部及中學部),,2
110,高級中等學校,421404,421404,私立惇敘工商,私立,42,臺北市,112,北投區,臺北市北投區泉源路221號,,,2
110,高級中等學校,423301,423301,市立復興高中,公立,42,臺北市,112,北投區,臺北市北投區復興四路70號,,,2
110,高級中等學校,423302,423302,市立中正高中,公立,42,臺北市,112,北投區,臺北市北投區文林北路77號,,,2
110,高級中等學校,521301,521301,天主教明誠高中,私立,52,高雄市,804,鼓山區,高雄市鼓山區中華一路97號,,,2
110,高級中等學校,521303,521303,私立大榮高中,私立,52,高雄市,804,鼓山區,高雄市鼓山區大榮街1號,,,2
110,高級中等學校,521401,521401,私立中華藝校,私立,52,高雄市,804,鼓山區,高雄市鼓山區美術館路89號,,,2
110,高級中等學校,523301,523301,市立鼓山高中,公立,52,高雄市,804,鼓山區,高雄市鼓山區明德路2號,,,2
110,高級中等學校,533301,533301,市立左營高中,公立,53,高雄市,813,左營區,高雄市左營區海功路55號,,,2
110,高級中等學校,533302,533302,市立新莊高中,公立,53,高雄市,813,左營區,高雄市左營區文慈路99號,,,2
110,高級中等學校,533401,533401,市立海青工商,公立,53,高雄市,813,左營區,高雄市左營區左營大路1號,,,2
110,高級中等學校,533402,533402,市立三民家商,公立,53,高雄市,813,左營區,高雄市左營區裕誠路1102號,,,2
110,高級中等學校,540301,540301,國立中山大學附屬國光高中,公立,54,高雄市,811,楠梓區,高雄市楠梓區後昌路512號,,,3
110,高級中等學校,543301,543301,市立中山高中,公立,54,高雄市,811,楠梓區,高雄市楠梓區藍昌路416號,,,3
110,高級中等學校,543302,543302,市立楠梓高中,公立,54,高雄市,811,楠梓區,高雄市楠梓區清豐路19號,,,3
110,高級中等學校,551301,551301,私立立志高中,私立,55,高雄市,807,三民區,高雄市三民區立志街42號,,,1
110,高級中等學校,551303,551303,南海月光實驗學校,私立,55,高雄市,807,三民區,高雄市三民區大中一路110巷52弄15號,暫借校地：和春技術學院(84251 高雄市旗山區旗文路125-8號),,1
110,高級中等學校,551402,551402,私立樹德家商,私立,55,高雄市,807,三民區,高雄市三民區建興路116號,,,1
110,高級中等學校,553301,553301,市立高雄中學,公立,55,高雄市,807,三民區,高雄市三民區建國三路50號,,,1
110,高級中等學校,553302,553302,市立三民高中,公立,55,高雄市,807,三民區,高雄市三民區金鼎路81號,,,1
110,高級中等學校,553401,553401,市立高雄高工,公立,55,高雄市,807,三民區,高雄市三民區建工路419號,,,1
110,高級中等學校,563301,563301,市立新興高中,公立,56,高雄市,800,新興區,高雄市新興區五福二路218號,,,1
110,高級中等學校,563401,563401,市立高雄高商,公立,56,高雄市,800,新興區,高雄市新興區五福二路3號,,,1
110,高級中等學校,573301,573301,市立高雄女中,公立,57,高雄市,801,前金區,高雄市前金區五福三路122號,,,1
110,高級中等學校,580301,580301,國立高師大附中,公立,58,高雄市,802,苓雅區,高雄市苓雅區凱旋二路89號,,,1
110,高級中等學校,581301,581301,私立復華高中,私立,58,高雄市,802,苓雅區,高雄市苓雅區民權一路42號,,,1
110,高級中等學校,581302,581302,天主教道明中學,私立,58,高雄市,802,苓雅區,高雄市苓雅區建國一路354號,,,1
110,高級中等學校,581401,581401,私立國際商工,私立,58,高雄市,802,苓雅區,高雄市苓雅區三多二路84號,,,1
110,高級中等學校,581402,581402,私立三信家商,私立,58,高雄市,802,苓雅區,高雄市苓雅區三多一路186號,,,1
110,高級中等學校,583301,583301,市立中正高中,公立,58,高雄市,802,苓雅區,高雄市苓雅區中正一路8號,,,1
110,高級中等學校,593301,593301,市立前鎮高中,公立,59,高雄市,806,前鎮區,高雄市前鎮區鎮中路132號,,,4
110,高級中等學校,593302,593302,市立瑞祥高中,公立,59,高雄市,806,前鎮區,高雄市前鎮區班超路63號,,,4
110,高級中等學校,593401,593401,市立中正高工,公立,59,高雄市,806,前鎮區,高雄市前鎮區光華二路80號,,,4
110,高級中等學校,610405,610405,國立高餐大附屬餐旅中學,公立,61,高雄市,812,小港區,高雄市小港區松和路40號,,,3
110,高級中等學校,613301,613301,市立小港高中,公立,61,高雄市,812,小港區,高雄市小港區學府路117號,,,3
110,高級中等學校,710301,710301,國立金門高中,公立,71,金門縣,893,金城鎮,金門縣金城鎮光前路94號,,,5
110,高級中等學校,710401,710401,國立金門農工,公立,71,金門縣,891,金湖鎮,金門縣金湖鎮新市里復興路1之11號,,,5
